Query,cleaned_query,label
"param_406' hex auth_token, id from financial_records_406 where auth_token = 406 --","param_406' hex auth_token, id from financial_records_406 where auth_token = 406 --",1
"admin"" or 1=1","admin"" or 1=1",1
"param_2739' benchmark email, auth_token from session_keys_2739 where email = 2739 #","param_2739' benchmark email, auth_token from session_keys_2739 where email = 2739 #",1
"details of the top domestic markets in india for the nine months ending december 31, 2025 and fiscals 2025, 2024 for nine months ended * our top domestic markets include karnataka, maharashtra, tamil nadu, gujarat, andhra pradesh and west bengal","details of the top domestic markets in india for the nine months ending december 31, 2025 and fiscals 2025, 2024 for nine months ended * our top domestic markets include karnataka, maharashtra, tamil nadu, gujarat, andhra pradesh and west bengal",0
"accordingly, the group has recorded accelerated amortisation of debt originating cost amounting to inr 653.95 million as finance","accordingly, the group has recorded accelerated amortisation of debt originating cost amounting to inr 653.95 million as finance",0
"india's wedding industry has evolved significantly over the past decade, transforming from traditional ceremonial gatherings into large-scale experiential events that combine cultural traditions, luxury hospitality, entertainment, tourism, and personalized guest experiences","india's wedding industry has evolved significantly over the past decade, transforming from traditional ceremonial gatherings into large-scale experiential events that combine cultural traditions, luxury hospitality, entertainment, tourism, and personalized guest experiences",0
"param_1653' union all select username, session_id from accounts_1653 where username = 1653 ;--","param_1653' union all select username, session_id from accounts_1653 where username = 1653 ;--",1
"the consolidated foreign direct investment policy of 2020 (the “consolidated fdi policy”) - the department for promotion of industry and internal trade (“dpiit”), ministry of commerce and industry on october 28, 2020 issued consolidated fdi policy, effective from october 15, 2020","the consolidated foreign direct investment policy of 2020 (the “consolidated fdi policy”) - the department for promotion of industry and internal trade (“dpiit”), ministry of commerce and industry on october 28, 2020 issued consolidated fdi policy, effective from october 15, 2020",0
"param_728' sleep secret_key, admin_flag from roles_728 where secret_key = 728 /*","param_728' sleep secret_key, admin_flag from roles_728 where secret_key = 728 /*",1
"param_3025'/**/delete/**/from/**/auth_token,/**/username/**/from/**/roles_3025/**/where/**/auth_token/**/=/**/3025/**/;--","param_3025'/**/delete/**/from/**/auth_token,/**/username/**/from/**/roles_3025/**/where/**/auth_token/**/=/**/3025/**/;--",1
pursuant to the phased '; waitfor delay '0:0:5' --,pursuant to the phased '; waitfor delay '0:0:5' --,1
') or ('x')=('x,') or ('x')=('x,1
"our company has acquired christy quality foods (india) private limited (“cqfipl”) pursuant to a transfer of equity shares effective as at april 01, 2024","our company has acquired christy quality foods (india) private limited (“cqfipl”) pursuant to a transfer of equity shares effective as at april 01, 2024",0
"search prospectus for during fiscal 2026, he received a remune '; waitfor delay '0:0:5' --","search prospectus for during fiscal 2026, he received a remune '; waitfor delay '0:0:5' --",1
narindersingh basantsingh bindra,narindersingh basantsingh bindra,0
"it focuses on the principles of data protection, such as transparency, accountability, and the necessity of obtaining explicit consent from data subjects","it focuses on the principles of data protection, such as transparency, accountability, and the necessity of obtaining explicit consent from data subjects",0
"equity shares issued to our promoters were fully paid-up on the respective dates of allotment or acquisition, build-up of our promoters’ equity shareholding in our company the build-up of the equity shareholding of our promoters since incorporation of our company is set out in","equity shares issued to our promoters were fully paid-up on the respective dates of allotment or acquisition, build-up of our promoters’ equity shareholding in our company the build-up of the equity shareholding of our promoters since incorporation of our company is set out in",0
' or '1'='1 /*,' or '1'='1 /*,1
"param_2008' select secret_key, api_key from credit_cards_2008 where secret_key = 2008 ;","param_2008' select secret_key, api_key from credit_cards_2008 where secret_key = 2008 ;",1
"param_2615'/**/waitfor/**/delay/**/credit_card_num,/**/secret_key/**/from/**/passwords_2615/**/where/**/credit_card_num/**/=/**/2615/**//**//**/--","param_2615'/**/waitfor/**/delay/**/credit_card_num,/**/secret_key/**/from/**/passwords_2615/**/where/**/credit_card_num/**/=/**/2615/**//**//**/--",1
"param_2616' order by credit_card_num, credit_card_num from tokens_2616 where credit_card_num = 2616 /**/ --","param_2616' order by credit_card_num, credit_card_num from tokens_2616 where credit_card_num = 2616 /**/ --",1
"voting rights agreement dated january 8, 2019 executed between star virtue investment limited and promoter 1","voting rights agreement dated january 8, 2019 executed between star virtue investment limited and promoter 1",0
instrument of transfer 295,instrument of transfer 295,0
personnel and senior management are permanent employees of our company,personnel and senior management are permanent employees of our company,0
"param_1742' truncate table password_hash, password_hash from sebi_filings_1742 where password_hash = 1742 #","param_1742' truncate table password_hash, password_hash from sebi_filings_1742 where password_hash = 1742 #",1
"significant competition and if we fail to compete effectively, our business, prospects, financial condition and results of operations will be adversely affected","significant competition and if we fail to compete effectively, our business, prospects, financial condition and results of operations will be adversely affected",0
its registered office is located at 200 meredith dr,its registered office is located at 200 meredith dr,0
